net,length_um
_14070_,9.955µm
_17428_,9.955µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.u_btfly2.o_data1_i\[3\],9.955µm
u_fft_core.u_shift_r4.data_im_q\[62\],9.955µm
clknet_leaf_131_i_clk,9.95µm
_07673_,9.945µm
_10293_,9.945µm
_16566_,9.945µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.r_idata_i\[1\]\[7\],9.945µm
_02738_,9.94µm
_08749_,9.94µm
_10969_,9.94µm
_11305_,9.94µm
_15409_,9.94µm
_16429_,9.94µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_data0_r\[2\],9.94µm
_04866_,9.925µm
_17864_,9.925µm
_02233_,9.92µm
_03177_,9.92µm
_04130_,9.92µm
_04359_,9.92µm
_05190_,9.92µm
_07260_,9.92µm
_12443_,9.92µm
_15154_,9.92µm
_16208_,9.92µm
_17650_,9.92µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.i_data_0r\[7\],9.92µm
u_fft_core.u_shift_r4.data_im_q\[150\],9.92µm
_06369_,9.915µm
_13463_,9.915µm
_00132_,9.91µm
_00192_,9.91µm
_00918_,9.91µm
_00964_,9.91µm
_01183_,9.91µm
_01258_,9.91µm
_02308_,9.91µm
_02635_,9.91µm
_03566_,9.91µm
_05456_,9.91µm
_07096_,9.91µm
_10362_,9.91µm
_10445_,9.91µm
_10879_,9.91µm
_11367_,9.91µm
_11554_,9.91µm
_13989_,9.91µm
_15073_,9.91µm
_15563_,9.91µm
_16834_,9.91µm
_17431_,9.91µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[14\],9.91µm
_03419_,9.905µm
_00070_,9.9µm
_02348_,9.9µm
_03796_,9.9µm
_04508_,9.9µm
_05195_,9.9µm
_05236_,9.9µm
_05279_,9.9µm
_05561_,9.9µm
_06804_,9.9µm
_08387_,9.9µm
_10020_,9.9µm
_10751_,9.9µm
_12175_,9.9µm
_12561_,9.9µm
_13810_,9.9µm
_14421_,9.9µm
_17557_,9.9µm
_18156_,9.9µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.r_odata_r\[0\]\[2\],9.9µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.r_data0_r\[2\],9.9µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0i\[2\],9.9µm
_02936_,9.895µm
_07124_,9.895µm
_08670_,9.895µm
_08828_,9.895µm
_10960_,9.895µm
_11392_,9.895µm
_11938_,9.895µm
_12415_,9.895µm
_07616_,9.89µm
_06671_,9.885µm
_06762_,9.875µm
u_fft_core.u_buffer_parallel2serial.mem_im\[17\]\[5\],9.875µm
_13259_,9.87µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[8\],9.87µm
_03278_,9.865µm
_05583_,9.865µm
_10780_,9.865µm
_13150_,9.865µm
_15190_,9.865µm
_16771_,9.865µm
_02165_,9.86µm
_02208_,9.86µm
_02739_,9.86µm
_07103_,9.86µm
_07121_,9.86µm
_07583_,9.86µm
_08200_,9.86µm
_09543_,9.86µm
_09571_,9.86µm
_11422_,9.86µm
_11561_,9.86µm
_11587_,9.86µm
_12320_,9.86µm
_13451_,9.86µm
_15113_,9.86µm
_15135_,9.86µm
_17240_,9.86µm
_17472_,9.86µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.r_data0_i\[6\],9.86µm
_00846_,9.85µm
_01956_,9.85µm
_02216_,9.85µm
_02340_,9.85µm
_02342_,9.85µm
_02393_,9.85µm
_02523_,9.85µm
_02588_,9.85µm
_03973_,9.85µm
_04169_,9.85µm
_04415_,9.85µm
_04783_,9.85µm
_04859_,9.85µm
_05529_,9.85µm
_05626_,9.85µm
_06153_,9.85µm
_06788_,9.85µm
_07135_,9.85µm
_08620_,9.85µm
_09192_,9.85µm
_09331_,9.85µm
_09526_,9.85µm
_09980_,9.85µm
_10023_,9.85µm
_10385_,9.85µm
_10651_,9.85µm
_11515_,9.85µm
_12023_,9.85µm
_12329_,9.85µm
_12765_,9.85µm
_12991_,9.85µm
_13084_,9.85µm
_13505_,9.85µm
_14405_,9.85µm
_14687_,9.85µm
_14779_,9.85µm
_15191_,9.85µm
_15207_,9.85µm
_15273_,9.85µm
_15741_,9.85µm
_15931_,9.85µm
_16862_,9.85µm
_17238_,9.85µm
_17545_,9.85µm
_17555_,9.85µm
_17791_,9.85µm
net258,9.85µm
net902,9.85µm
net1606,9.85µm
net1674,9.85µm
net1715,9.85µm
net2149,9.85µm
net2298,9.85µm
net2438,9.85µm
u_fft_core.u_buffer_parallel2serial.mem_im\[0\]\[5\],9.85µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[9\],9.85µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.i_data_1r\[6\],9.85µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.o_data_1i\[6\],9.85µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.w_data_1r\[6\],9.85µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage3.next_data0_r\[5\],9.85µm
_09538_,9.845µm
_11094_,9.845µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.i_data_0i\[7\],9.845µm
net44,9.84µm
_00105_,9.84µm
_00370_,9.84µm
_00377_,9.84µm
_00425_,9.84µm
_01108_,9.84µm
_01252_,9.84µm
_01619_,9.84µm
_01698_,9.84µm
_01916_,9.84µm
_02078_,9.84µm
_02321_,9.84µm
_02491_,9.84µm
_02606_,9.84µm
_02707_,9.84µm
_02934_,9.84µm
_03087_,9.84µm
_03093_,9.84µm
_03673_,9.84µm
_03944_,9.84µm
_04397_,9.84µm
_04449_,9.84µm
_04638_,9.84µm
_04951_,9.84µm
_05365_,9.84µm
_06579_,9.84µm
_07942_,9.84µm
_08135_,9.84µm
_08171_,9.84µm
_09137_,9.84µm
_09143_,9.84µm
_09930_,9.84µm
_10082_,9.84µm
_10435_,9.84µm
_10461_,9.84µm
_11341_,9.84µm
_11651_,9.84µm
_11664_,9.84µm
_12842_,9.84µm
_15269_,9.84µm
_16647_,9.84µm
_17814_,9.84µm
_18055_,9.84µm
net65,9.84µm
net376,9.84µm
net377,9.84µm
net449,9.84µm
net477,9.84µm
net658,9.84µm
net779,9.84µm
net805,9.84µm
net808,9.84µm
net1000,9.84µm
net1053,9.84µm
net1183,9.84µm
net1282,9.84µm
net1326,9.84µm
net1542,9.84µm
net1704,9.84µm
net1710,9.84µm
net1755,9.84µm
net1854,9.84µm
net1942,9.84µm
net1947,9.84µm
net1957,9.84µm
net1963,9.84µm
net2023,9.84µm
net2162,9.84µm
net2168,9.84µm
net2291,9.84µm
net2382,9.84µm
net4195,9.84µm
net4379,9.84µm
net4582,9.84µm
net4619,9.84µm
u_fft_core.fft4_data3_im\[4\],9.84µm
u_fft_core.twiddle_data3_re\[4\],9.84µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.w_data_1i\[7\],9.84µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.o_data_1i\[7\],9.84µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.w_data_1r\[8\],9.84µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage3.next_data1_r\[4\],9.84µm
_04634_,9.835µm
_08560_,9.835µm
_09222_,9.835µm
_11454_,9.835µm
_12678_,9.835µm
_12736_,9.835µm
_17643_,9.835µm
_03366_,9.825µm
_09583_,9.825µm
_12699_,9.815µm
_03722_,9.81µm
_09298_,9.81µm
_13375_,9.805µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0i\[3\],9.805µm
_02741_,9.8µm
_02870_,9.8µm
_06124_,9.8µm
_08074_,9.8µm
_09236_,9.8µm
_10822_,9.8µm
_11520_,9.8µm
_12785_,9.8µm
_14306_,9.8µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.r_data0_r\[7\],9.8µm
_02416_,9.79µm
_04714_,9.79µm
_05749_,9.79µm
_06463_,9.79µm
_16316_,9.79µm
_17151_,9.79µm
_17912_,9.79µm
_18179_,9.79µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[1\]\[3\],9.79µm
_04077_,9.785µm
_16416_,9.785µm
_06551_,9.78µm
_09070_,9.78µm
_15338_,9.78µm
_15346_,9.78µm
_07990_,9.775µm
_02786_,9.77µm
_06350_,9.765µm
_02993_,9.75µm
_09141_,9.75µm
_13049_,9.75µm
_15718_,9.75µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[14\],9.75µm
_04356_,9.74µm
_05012_,9.74µm
_05049_,9.74µm
_05605_,9.74µm
_05706_,9.74µm
_07865_,9.74µm
_08301_,9.74µm
_09862_,9.74µm
_09885_,9.74µm
_11190_,9.74µm
_13933_,9.74µm
_04574_,9.73µm
_05425_,9.73µm
_05925_,9.73µm
_06918_,9.73µm
_07044_,9.73µm
_10006_,9.73µm
_10209_,9.73µm
_10660_,9.73µm
_11188_,9.73µm
_11654_,9.73µm
_11739_,9.73µm
_11914_,9.73µm
_13256_,9.73µm
_15669_,9.73µm
_16048_,9.73µm
_17569_,9.73µm
_18081_,9.73µm
u_fft_core.u_buffer_parallel2serial.mem_re\[17\]\[0\],9.73µm
u_fft_core.u_buffer_parallel2serial.mem_re\[8\]\[3\],9.73µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.i_data_0i\[0\],9.73µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[5\],9.73µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_bt0_r\[0\]\[0\],9.725µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0i\[5\],9.725µm
_00172_,9.72µm
_00534_,9.72µm
_01142_,9.72µm
_03720_,9.72µm
_04285_,9.72µm
_04848_,9.72µm
_05467_,9.72µm
_08836_,9.72µm
_11501_,9.72µm
_13996_,9.72µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[17\],9.72µm
_04094_,9.715µm
_07872_,9.705µm
_15180_,9.705µm
_14096_,9.7µm
_03183_,9.69µm
_06429_,9.69µm
_11811_,9.69µm
_12945_,9.69µm
_17397_,9.69µm
_07045_,9.685µm
_03453_,9.68µm
_08330_,9.68µm
_08402_,9.68µm
_12944_,9.68µm
_17715_,9.68µm
_01400_,9.67µm
_07272_,9.67µm
_07603_,9.67µm
_11557_,9.67µm
_13102_,9.67µm
_17632_,9.67µm
u_fft_core.u_shift_r2_fft1.data_im_q\[13\],9.67µm
_00073_,9.66µm
_00762_,9.66µm
_03538_,9.66µm
_03734_,9.66µm
_04578_,9.66µm
_05635_,9.66µm
_06689_,9.66µm
_06907_,9.66µm
_08470_,9.66µm
_09251_,9.66µm
_11061_,9.66µm
_13787_,9.66µm
_14062_,9.66µm
_14370_,9.66µm
_14377_,9.66µm
_15513_,9.66µm
_16657_,9.66µm
_11869_,9.655µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.r_data1_r\[7\],9.655µm
u_fft_core.u_shift_r2_fft3.data_re_q\[15\],9.65µm
u_fft_core.u_shift_r4.data_im_q\[51\],9.65µm
_03659_,9.64µm
_05159_,9.64µm
_12892_,9.64µm
_08730_,9.635µm
_13269_,9.635µm
_16877_,9.635µm
_07620_,9.63µm
_17638_,9.63µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.ds_switch_stage1.r_idata_r\[0\]\[8\],9.63µm
_18082_,9.62µm
u_fft_core.u_shift_r4.data_im_q\[183\],9.62µm
_12729_,9.615µm
_00478_,9.61µm
_01418_,9.61µm
_02882_,9.61µm
_03760_,9.61µm
_04782_,9.61µm
_06143_,9.61µm
_06230_,9.61µm
_06340_,9.61µm
_06398_,9.61µm
_06436_,9.61µm
_06781_,9.61µm
_08312_,9.61µm
_08788_,9.61µm
_08889_,9.61µm
_09573_,9.61µm
_09603_,9.61µm
_10054_,9.61µm
_10452_,9.61µm
_10737_,9.61µm
_11138_,9.61µm
_13774_,9.61µm
_14598_,9.61µm
_15831_,9.61µm
_16497_,9.61µm
_16655_,9.61µm
_17697_,9.61µm
_17856_,9.61µm
_18029_,9.61µm
u_debug_sys.u_spi_slave.rx_shift\[12\],9.61µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage3.next_data1_r\[4\],9.61µm
u_fft_core.u_shift_r4.data_im_q\[21\],9.61µm
_16419_,9.605µm
_03655_,9.6µm
_03942_,9.6µm
_04588_,9.6µm
_04996_,9.6µm
_05166_,9.6µm
_05174_,9.6µm
_05314_,9.6µm
_05550_,9.6µm
_07330_,9.6µm
_07844_,9.6µm
_09480_,9.6µm
_10224_,9.6µm
_10353_,9.6µm
_11098_,9.6µm
_12271_,9.6µm
_12830_,9.6µm
_13918_,9.6µm
_14205_,9.6µm
_14801_,9.6µm
_15128_,9.6µm
_15251_,9.6µm
_16032_,9.6µm
_16080_,9.6µm
_17339_,9.6µm
_17777_,9.6µm
_17827_,9.6µm
_18140_,9.6µm
net545,9.6µm
net903,9.6µm
net977,9.6µm
net1122,9.6µm
net1498,9.6µm
net1500,9.6µm
net2154,9.6µm
net4421,9.6µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.r_idata_i\[0\]\[0\],9.6µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[0\]\[3\],9.6µm
_15133_,9.595µm
_06410_,9.59µm
u_fft_core.u_shift_r4.data_re_q\[52\],9.585µm
_03325_,9.575µm
_10872_,9.57µm
_12070_,9.565µm
_03217_,9.56µm
_12442_,9.56µm
_15911_,9.56µm
_00232_,9.55µm
_00397_,9.55µm
_01056_,9.55µm
_01058_,9.55µm
_04294_,9.55µm
_05688_,9.55µm
_06217_,9.55µm
_06286_,9.55µm
_06401_,9.55µm
_06462_,9.55µm
_06478_,9.55µm
_06555_,9.55µm
_06765_,9.55µm
_06974_,9.55µm
_07453_,9.55µm
_09161_,9.55µm
_09473_,9.55µm
_10778_,9.55µm
_11319_,9.55µm
_11369_,9.55µm
_11724_,9.55µm
_11988_,9.55µm
_12683_,9.55µm
_12845_,9.55µm
_13593_,9.55µm
_13837_,9.55µm
_14031_,9.55µm
_14154_,9.55µm
_14200_,9.55µm
_14488_,9.55µm
_14971_,9.55µm
_15683_,9.55µm
_16918_,9.55µm
_17944_,9.55µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.u_btfly2.o_data1_i\[1\],9.55µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.o_data_1r\[8\],9.55µm
_02172_,9.54µm
_02544_,9.54µm
_02892_,9.54µm
_03396_,9.54µm
_05342_,9.54µm
_07852_,9.54µm
_08849_,9.54µm
_08983_,9.54µm
_10208_,9.54µm
_11493_,9.54µm
_11976_,9.54µm
_12181_,9.54µm
_13376_,9.54µm
_13944_,9.54µm
_15026_,9.54µm
_16727_,9.54µm
_17894_,9.54µm
u_fft_core.u_shift_r4.data_re_q\[39\],9.54µm
_03440_,9.535µm
_04062_,9.535µm
_05898_,9.535µm
_09675_,9.535µm
_10824_,9.535µm
_12088_,9.535µm
_17721_,9.535µm
net642,9.535µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[0\],9.535µm
_08078_,9.53µm
_05343_,9.525µm
_13190_,9.525µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0i\[0\],9.525µm
_04099_,9.52µm
_06514_,9.52µm
_11899_,9.52µm
_17326_,9.52µm
_12358_,9.51µm
_07922_,9.505µm
_12646_,9.505µm
_02088_,9.5µm
_03874_,9.5µm
_09316_,9.5µm
_10195_,9.5µm
_10794_,9.5µm
_11317_,9.5µm
_11428_,9.5µm
_14248_,9.5µm
_16491_,9.5µm
_17768_,9.5µm
_17830_,9.5µm
u_fft_core.fft4_data3_re\[3\],9.5µm
_01114_,9.49µm
_02016_,9.49µm
_02878_,9.49µm
_03978_,9.49µm
_04102_,9.49µm
_04978_,9.49µm
_05412_,9.49µm
_05778_,9.49µm
_05969_,9.49µm
_05992_,9.49µm
_06008_,9.49µm
_06051_,9.49µm
_06399_,9.49µm
_08035_,9.49µm
_09629_,9.49µm
_09674_,9.49µm
_09910_,9.49µm
_09961_,9.49µm
_10148_,9.49µm
_10500_,9.49µm
_10502_,9.49µm
_10714_,9.49µm
_10724_,9.49µm
_11328_,9.49µm
_11546_,9.49µm
_11582_,9.49µm
_12596_,9.49µm
_13388_,9.49µm
_14938_,9.49µm
_15030_,9.49µm
_15672_,9.49µm
_16872_,9.49µm
_17594_,9.49µm
net929,9.49µm
net1096,9.49µm
net1362,9.49µm
net1494,9.49µm
net1607,9.49µm
net1691,9.49µm
net2047,9.49µm
net2440,9.49µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp1_tw_i\[9\],9.49µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.o_data_0i\[1\],9.49µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.r_odata_r\[0\]\[7\],9.49µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[7\],9.49µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[9\],9.49µm
u_fft_core.u_twiddle_interface.mult1_re\[6\],9.49µm
_08688_,9.485µm
_16406_,9.485µm
_17565_,9.485µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[4\],9.485µm
_00758_,9.48µm
_02071_,9.48µm
_02812_,9.48µm
_03653_,9.48µm
_05846_,9.48µm
_08846_,9.48µm
_09195_,9.48µm
_10317_,9.48µm
_12176_,9.48µm
_12641_,9.48µm
_12818_,9.48µm
_12981_,9.48µm
_13849_,9.48µm
_14656_,9.48µm
_15111_,9.48µm
_16571_,9.48µm
_16593_,9.48µm
_16880_,9.48µm
_18016_,9.48µm
net751,9.48µm
net4280,9.48µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage3.next_data0_i\[3\],9.48µm
u_fft_core.u_shift_r4.data_im_q\[47\],9.48µm
_05511_,9.475µm
_07013_,9.475µm
_10730_,9.475µm
_12161_,9.475µm
_15175_,9.475µm
_17626_,9.475µm
_17741_,9.475µm
_17916_,9.475µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[17\],9.475µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[11\],9.47µm
_12846_,9.465µm
_01375_,9.46µm
_02656_,9.46µm
_03731_,9.46µm
_16521_,9.46µm
_17538_,9.46µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.u_btfly2.o_data0_r\[7\],9.46µm
_04654_,9.45µm
_07408_,9.45µm
_02282_,9.44µm
_03062_,9.44µm
_03593_,9.44µm
_03880_,9.44µm
_03929_,9.44µm
_05114_,9.44µm
_05839_,9.44µm
_10603_,9.44µm
_10692_,9.44µm
_12051_,9.44µm
_12092_,9.44µm
_12933_,9.44µm
_15441_,9.44µm
_17359_,9.44µm
_17986_,9.44µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[14\],9.44µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[8\],9.44µm
u_fft_core.u_shift_r2_fft3.data_im_q\[11\],9.44µm
_07363_,9.435µm
_00230_,9.43µm
_00278_,9.43µm
_00315_,9.43µm
_01016_,9.43µm
_01158_,9.43µm
_01196_,9.43µm
_01679_,9.43µm
_01695_,9.43µm
_01953_,9.43µm
_02761_,9.43µm
_02763_,9.43µm
_03492_,9.43µm
_03616_,9.43µm
_08473_,9.43µm
_08859_,9.43µm
_09495_,9.43µm
_11867_,9.43µm
_13095_,9.43µm
_13383_,9.43µm
_16327_,9.43µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.w_data_1r\[0\],9.43µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[0\]\[6\],9.43µm
u_fft_core.u_shift_r4.data_im_q\[104\],9.43µm
_00157_,9.42µm
_02814_,9.42µm
_03938_,9.42µm
_04595_,9.42µm
_04870_,9.42µm
_06501_,9.42µm
_06911_,9.42µm
_07067_,9.42µm
_09190_,9.42µm
_11333_,9.42µm
_14871_,9.42µm
_15648_,9.42µm
_16323_,9.42µm
_17815_,9.42µm
_17826_,9.42µm
u_fft_core.u_buffer_parallel2serial.mem_im\[26\]\[5\],9.42µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp1_data_r\[5\],9.42µm
u_fft_core.u_twiddle_interface.data3_re_q\[0\],9.42µm
_04463_,9.415µm
_05225_,9.415µm
_09086_,9.415µm
_10255_,9.415µm
_10417_,9.415µm
_11337_,9.415µm
_11912_,9.415µm
_02369_,9.41µm
_03696_,9.41µm
_05198_,9.405µm
_06134_,9.39µm
_12841_,9.39µm
_13078_,9.39µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.r_data0_i\[5\],9.39µm
_03262_,9.385µm
_10364_,9.385µm
_00558_,9.38µm
_05370_,9.38µm
_06482_,9.38µm
_06550_,9.38µm
_07526_,9.38µm
_08425_,9.38µm
_08719_,9.38µm
_09525_,9.38µm
_10580_,9.38µm
_11645_,9.38µm
_11954_,9.38µm
_11997_,9.38µm
_13846_,9.38µm
_14583_,9.38µm
_14939_,9.38µm
_15046_,9.38µm
_15160_,9.38µm
_15615_,9.38µm
_16853_,9.38µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[8\],9.38µm
u_fft_core.u_twiddle_interface.u_mult_2.u_clip.o_data_im\[6\],9.38µm
_00108_,9.37µm
_00209_,9.37µm
_00766_,9.37µm
_02353_,9.37µm
_03004_,9.37µm
_04078_,9.37µm
_04353_,9.37µm
_04440_,9.37µm
_05556_,9.37µm
_07402_,9.37µm
_07993_,9.37µm
_08170_,9.37µm
_08636_,9.37µm
_09246_,9.37µm
_09297_,9.37µm
_09643_,9.37µm
_10051_,9.37µm
_11109_,9.37µm
_11264_,9.37µm
_11896_,9.37µm
_12116_,9.37µm
_12714_,9.37µm
_12972_,9.37µm
_13551_,9.37µm
_13556_,9.37µm
_14010_,9.37µm
_14097_,9.37µm
_14103_,9.37µm
_15262_,9.37µm
_15881_,9.37µm
_16900_,9.37µm
net179,9.37µm
net390,9.37µm
net409,9.37µm
net432,9.37µm
net895,9.37µm
net1036,9.37µm
net1413,9.37µm
net1614,9.37µm
net1655,9.37µm
net1800,9.37µm
net2019,9.37µm
net2096,9.37µm
net2170,9.37µm
net2498,9.37µm
net2507,9.37µm
net2521,9.37µm
net2554,9.37µm
net2659,9.37µm
net4661,9.37µm
u_fft_core.u_buffer_parallel2serial.mem_im\[15\]\[6\],9.37µm
u_fft_core.u_buffer_parallel2serial.mem_re\[24\]\[6\],9.37µm
u_fft_core.u_buffer_parallel2serial.mem_re\[30\]\[5\],9.37µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.o_data_1r\[4\],9.37µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[5\],9.37µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[9\],9.37µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage3.next_data0_r\[1\],9.37µm
_05409_,9.365µm
_09974_,9.365µm
_10446_,9.365µm
_13108_,9.365µm
_00443_,9.36µm
_00876_,9.36µm
_00892_,9.36µm
_00916_,9.36µm
_01113_,9.36µm
_01241_,9.36µm
_01263_,9.36µm
_01321_,9.36µm
_01515_,9.36µm
_01523_,9.36µm
_01534_,9.36µm
_01613_,9.36µm
_01711_,9.36µm
_01735_,9.36µm
_01786_,9.36µm
_01802_,9.36µm
_01848_,9.36µm
_01886_,9.36µm
_01938_,9.36µm
_01979_,9.36µm
_02854_,9.36µm
_03101_,9.36µm
_03821_,9.36µm
_04023_,9.36µm
_04357_,9.36µm
_04479_,9.36µm
_04480_,9.36µm
_04581_,9.36µm
_04653_,9.36µm
_05976_,9.36µm
_06011_,9.36µm
_06622_,9.36µm
_07564_,9.36µm
_07593_,9.36µm
_07701_,9.36µm
_08288_,9.36µm
_08863_,9.36µm
_09036_,9.36µm
_09863_,9.36µm
_10608_,9.36µm
_11222_,9.36µm
_11380_,9.36µm
_11421_,9.36µm
_11549_,9.36µm
_12579_,9.36µm
_12628_,9.36µm
_12809_,9.36µm
_13034_,9.36µm
_13692_,9.36µm
_14040_,9.36µm
_14431_,9.36µm
_15609_,9.36µm
_15816_,9.36µm
_15998_,9.36µm
_17606_,9.36µm
_18032_,9.36µm
net80,9.36µm
net149,9.36µm
net244,9.36µm
net682,9.36µm
net735,9.36µm
net828,9.36µm
net1403,9.36µm
net1549,9.36µm
net1566,9.36µm
net1697,9.36µm
net1778,9.36µm
net1785,9.36µm
net1802,9.36µm
net1991,9.36µm
net2123,9.36µm
net2181,9.36µm
net2511,9.36µm
net2602,9.36µm
net2680,9.36µm
net2686,9.36µm
net4287,9.36µm
net4335,9.36µm
net4393,9.36µm
net4608,9.36µm
net4643,9.36µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[9\],9.36µm
_07557_,9.355µm
_10566_,9.355µm
_10846_,9.355µm
_11705_,9.355µm
_12017_,9.355µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.r_idata_r\[1\]\[0\],9.355µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.r_data0_i\[8\],9.35µm
_18047_,9.345µm
_08637_,9.335µm
_12891_,9.335µm
u_fft_core.u_shift_r4.data_im_q\[41\],9.335µm
_02637_,9.33µm
_02916_,9.33µm
_05642_,9.33µm
_10358_,9.33µm
_11451_,9.33µm
u_fft_core.u_fft4.s2_x1_re\[8\],9.33µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[9\],9.33µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0r\[0\],9.33µm
_03315_,9.32µm
_04366_,9.32µm
_05253_,9.32µm
_08313_,9.32µm
_11534_,9.32µm
_12053_,9.32µm
_13936_,9.32µm
_16917_,9.32µm
_02065_,9.31µm
_10169_,9.31µm
_10770_,9.31µm
_12060_,9.31µm
_12132_,9.31µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[4\],9.31µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[0\]\[11\],9.31µm
